Time,Gascooler_Valve_System.HPValve.vleFluidB.d,Gascooler_Valve_System.HPValve.vleFluidB.h,Gascooler_Valve_System.HPValve.vleFluidB.p,Gascooler_Valve_System.HPValve.vleFluidB.s,Gascooler_Valve_System.HPValve.vleFluidB.T,Gascooler_Valve_System.HPValve.vleFluidB.M,Gascooler_Valve_System.HPValve.vleFluidB.q,Gascooler_Valve_System.HPValve.vleFluidB.cp,Gascooler_Valve_System.HPValve.vleFluidB.cv,Gascooler_Valve_System.HPValve.vleFluidA.d,Gascooler_Valve_System.HPValve.vleFluidA.h,Gascooler_Valve_System.HPValve.vleFluidA.p,Gascooler_Valve_System.HPValve.vleFluidA.s,Gascooler_Valve_System.HPValve.vleFluidA.T,Gascooler_Valve_System.HPValve.vleFluidA.M,Gascooler_Valve_System.HPValve.vleFluidA.q,Gascooler_Valve_System.HPValve.vleFluidA.cp,Gascooler_Valve_System.HPValve.vleFluidA.cv,Gascooler_Valve_System.HPValve.vleFluidA.w,Gascooler_Valve_System.HPValve.vleFluidA.kappa,Gascooler_Valve_System.HPValve.vleFluidA.beta,Gascooler_Valve_System.HPValve.vleFluidB.beta,Gascooler_Valve_System.HPValve.vleFluidB.kappa,Gascooler_Valve_System.HPValve.vleFluidB.w,Gascooler_Valve_System.HPValve.vleFluidB.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidB.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidB.gamma,Gascooler_Valve_System.HPValve.vleFluidA.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidA.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidA.gamma
167.98,170.37,350000,4.02973e+006,1536.47,278.74,0.0440098,0.638432,2390.01,4809.61,746.609,270676,7.7e+006,1228.94,299.713,0.0440098,0,4160.75,998.063,333.221,5.02869e-008,0.0199044,0.0364904,1.43111e-007,145.163,-0.00101363,5.3405e-005,0.513784,-0.00357167,1.37899e-005,4.16882
168,170.367,350000,4.02967e+006,1536.47,278.739,0.0440098,0.638433,2389.98,4809.64,746.612,270675,7.7e+006,1228.93,299.712,0.0440098,0,4160.69,998.061,333.224,5.02851e-008,0.0199039,0.0364905,1.4311e-007,145.164,-0.00101361,5.34046e-005,0.513775,-0.00357165,1.37897e-005,4.16877
168.02,170.363,350000,4.02962e+006,1536.48,278.739,0.0440098,0.638434,2389.94,4809.66,746.615,270674,7.7e+006,1228.93,299.712,0.0440098,0,4160.63,998.059,333.227,5.02834e-008,0.0199035,0.0364905,1.43109e-007,145.165,-0.00101358,5.34042e-005,0.513766,-0.00357163,1.37895e-005,4.16872
168.04,170.36,350000,4.02956e+006,1536.48,278.738,0.0440098,0.638435,2389.91,4809.69,746.618,270673,7.7e+006,1228.93,299.712,0.0440098,0,4160.57,998.057,333.23,5.02817e-008,0.019903,0.0364906,1.43108e-007,145.165,-0.00101356,5.34038e-005,0.513757,-0.00357161,1.37893e-005,4.16867
168.06,170.357,350000,4.0295e+006,1536.48,278.738,0.0440098,0.638437,2389.87,4809.72,746.62,270672,7.7e+006,1228.93,299.712,0.0440098,0,4160.51,998.055,333.233,5.028e-008,0.0199025,0.0364906,1.43108e-007,145.166,-0.00101354,5.34035e-005,0.513749,-0.00357159,1.37891e-005,4.16861
168.08,170.354,350000,4.02944e+006,1536.48,278.737,0.0440098,0.638438,2389.84,4809.74,746.623,270672,7.7e+006,1228.92,299.712,0.0440098,0,4160.45,998.053,333.236,5.02783e-008,0.019902,0.0364907,1.43107e-007,145.166,-0.00101351,5.34031e-005,0.51374,-0.00357157,1.37889e-005,4.16856
168.1,170.351,350000,4.02938e+006,1536.48,278.737,0.0440098,0.638439,2389.8,4809.77,746.626,270671,7.7e+006,1228.92,299.711,0.0440098,0,4160.39,998.051,333.239,5.02766e-008,0.0199015,0.0364907,1.43106e-007,145.167,-0.00101349,5.34027e-005,0.513731,-0.00357155,1.37887e-005,4.16851
168.12,170.348,350000,4.02933e+006,1536.48,278.736,0.0440098,0.63844,2389.77,4809.8,746.629,270670,7.7e+006,1228.92,299.711,0.0440098,0,4160.32,998.048,333.242,5.02749e-008,0.0199011,0.0364907,1.43105e-007,145.167,-0.00101347,5.34023e-005,0.513722,-0.00357153,1.37885e-005,4.16846
168.14,170.345,350000,4.02927e+006,1536.48,278.735,0.0440098,0.638441,2389.73,4809.82,746.632,270669,7.7e+006,1228.92,299.711,0.0440098,0,4160.26,998.046,333.245,5.02731e-008,0.0199006,0.0364908,1.43104e-007,145.168,-0.00101344,5.34019e-005,0.513713,-0.00357151,1.37883e-005,4.16841
168.16,170.342,350000,4.02921e+006,1536.48,278.735,0.0440098,0.638442,2389.7,4809.85,746.635,270668,7.7e+006,1228.91,299.711,0.0440098,0,4160.2,998.044,333.248,5.02714e-008,0.0199001,0.0364908,1.43103e-007,145.168,-0.00101342,5.34016e-005,0.513704,-0.00357148,1.3788e-005,4.16836
168.18,170.339,350000,4.02915e+006,1536.49,278.734,0.0440098,0.638443,2389.66,4809.88,746.637,270668,7.7e+006,1228.91,299.711,0.0440098,0,4160.14,998.042,333.251,5.02697e-008,0.0198996,0.0364909,1.43102e-007,145.169,-0.00101339,5.34012e-005,0.513695,-0.00357146,1.37878e-005,4.16831
168.2,170.336,350000,4.0291e+006,1536.49,278.734,0.0440098,0.638444,2389.63,4809.9,746.64,270667,7.7e+006,1228.91,299.711,0.0440098,0,4160.08,998.04,333.254,5.0268e-008,0.0198992,0.0364909,1.43101e-007,145.169,-0.00101337,5.34008e-005,0.513686,-0.00357144,1.37876e-005,4.16825
168.22,170.333,350000,4.02904e+006,1536.49,278.733,0.0440098,0.638445,2389.59,4809.93,746.643,270666,7.7e+006,1228.9,299.71,0.0440098,0,4160.02,998.038,333.257,5.02663e-008,0.0198987,0.036491,1.431e-007,145.17,-0.00101335,5.34004e-005,0.513677,-0.00357142,1.37874e-005,4.1682
168.24,170.33,350000,4.02898e+006,1536.49,278.733,0.0440098,0.638446,2389.56,4809.96,746.646,270665,7.7e+006,1228.9,299.71,0.0440098,0,4159.96,998.036,333.26,5.02646e-008,0.0198982,0.036491,1.43099e-007,145.17,-0.00101332,5.34001e-005,0.513668,-0.0035714,1.37872e-005,4.16815
168.26,170.327,350000,4.02892e+006,1536.49,278.732,0.0440098,0.638447,2389.52,4809.98,746.649,270665,7.7e+006,1228.9,299.71,0.0440098,0,4159.9,998.034,333.263,5.02629e-008,0.0198977,0.0364911,1.43098e-007,145.171,-0.0010133,5.33997e-005,0.51366,-0.00357138,1.3787e-005,4.1681
168.28,170.324,350000,4.02887e+006,1536.49,278.732,0.0440098,0.638448,2389.49,4810.01,746.651,270664,7.7e+006,1228.9,299.71,0.0440098,0,4159.84,998.031,333.266,5.02612e-008,0.0198973,0.0364911,1.43097e-007,145.171,-0.00101328,5.33993e-005,0.513651,-0.00357136,1.37868e-005,4.16805
168.3,170.321,350000,4.02881e+006,1536.49,278.731,0.0440098,0.638449,2389.45,4810.03,746.654,270663,7.7e+006,1228.89,299.71,0.0440098,0,4159.78,998.029,333.269,5.02595e-008,0.0198968,0.0364912,1.43096e-007,145.172,-0.00101325,5.33989e-005,0.513642,-0.00357134,1.37866e-005,4.168
168.32,170.317,350000,4.02875e+006,1536.49,278.73,0.0440098,0.638451,2389.42,4810.06,746.657,270662,7.7e+006,1228.89,299.709,0.0440098,0,4159.72,998.027,333.272,5.02578e-008,0.0198963,0.0364912,1.43095e-007,145.172,-0.00101323,5.33986e-005,0.513633,-0.00357132,1.37864e-005,4.16795
168.34,170.314,350000,4.0287e+006,1536.5,278.73,0.0440098,0.638452,2389.39,4810.09,746.66,270661,7.7e+006,1228.89,299.709,0.0440098,0,4159.66,998.025,333.275,5.02561e-008,0.0198958,0.0364913,1.43094e-007,145.173,-0.00101321,5.33982e-005,0.513624,-0.0035713,1.37862e-005,4.1679
168.36,170.311,350000,4.02864e+006,1536.5,278.729,0.0440098,0.638453,2389.35,4810.11,746.663,270661,7.7e+006,1228.89,299.709,0.0440098,0,4159.6,998.023,333.278,5.02544e-008,0.0198954,0.0364913,1.43094e-007,145.173,-0.00101318,5.33978e-005,0.513616,-0.00357128,1.3786e-005,4.16784
168.38,170.308,350000,4.02858e+006,1536.5,278.729,0.0440098,0.638454,2389.32,4810.14,746.665,270660,7.7e+006,1228.88,299.709,0.0440098,0,4159.54,998.021,333.281,5.02527e-008,0.0198949,0.0364913,1.43093e-007,145.174,-0.00101316,5.33975e-005,0.513607,-0.00357126,1.37858e-005,4.16779
168.4,170.305,350000,4.02853e+006,1536.5,278.728,0.0440098,0.638455,2389.28,4810.17,746.668,270659,7.7e+006,1228.88,299.709,0.0440098,0,4159.49,998.019,333.284,5.02511e-008,0.0198944,0.0364914,1.43092e-007,145.174,-0.00101314,5.33971e-005,0.513598,-0.00357124,1.37856e-005,4.16774
168.42,170.302,350000,4.02847e+006,1536.5,278.728,0.0440098,0.638456,2389.25,4810.19,746.671,270658,7.7e+006,1228.88,299.708,0.0440098,0,4159.43,998.017,333.287,5.02494e-008,0.0198939,0.0364914,1.43091e-007,145.175,-0.00101311,5.33967e-005,0.513589,-0.00357122,1.37854e-005,4.16769
168.44,170.299,350000,4.02841e+006,1536.5,278.727,0.0440098,0.638457,2389.21,4810.22,746.674,270657,7.7e+006,1228.88,299.708,0.0440098,0,4159.37,998.015,333.29,5.02477e-008,0.0198935,0.0364915,1.4309e-007,145.176,-0.00101309,5.33963e-005,0.513581,-0.0035712,1.37852e-005,4.16764
168.46,170.296,350000,4.02836e+006,1536.5,278.727,0.0440098,0.638458,2389.18,4810.24,746.677,270657,7.7e+006,1228.87,299.708,0.0440098,0,4159.31,998.012,333.292,5.0246e-008,0.019893,0.0364915,1.43089e-007,145.176,-0.00101307,5.3396e-005,0.513572,-0.00357118,1.3785e-005,4.16759
168.48,170.293,350000,4.0283e+006,1536.5,278.726,0.0440098,0.638459,2389.15,4810.27,746.679,270656,7.7e+006,1228.87,299.708,0.0440098,0,4159.25,998.01,333.295,5.02443e-008,0.0198925,0.0364916,1.43088e-007,145.177,-0.00101304,5.33956e-005,0.513563,-0.00357116,1.37848e-005,4.16754
168.5,170.29,350000,4.02824e+006,1536.5,278.725,0.0440098,0.63846,2389.11,4810.3,746.682,270655,7.7e+006,1228.87,299.708,0.0440098,0,4159.19,998.008,333.298,5.02426e-008,0.0198921,0.0364916,1.43087e-007,145.177,-0.00101302,5.33952e-005,0.513554,-0.00357114,1.37846e-005,4.16749
168.52,170.287,350000,4.02819e+006,1536.51,278.725,0.0440098,0.638461,2389.08,4810.32,746.685,270654,7.7e+006,1228.87,299.707,0.0440098,0,4159.13,998.006,333.301,5.02409e-008,0.0198916,0.0364917,1.43086e-007,145.178,-0.001013,5.33949e-005,0.513546,-0.00357112,1.37844e-005,4.16744
168.54,170.284,350000,4.02813e+006,1536.51,278.724,0.0440098,0.638462,2389.04,4810.35,746.688,270654,7.7e+006,1228.86,299.707,0.0440098,0,4159.07,998.004,333.304,5.02393e-008,0.0198911,0.0364917,1.43085e-007,145.178,-0.00101297,5.33945e-005,0.513537,-0.0035711,1.37842e-005,4.16739
168.56,170.281,350000,4.02808e+006,1536.51,278.724,0.0440098,0.638463,2389.01,4810.37,746.691,270653,7.7e+006,1228.86,299.707,0.0440098,0,4159.01,998.002,333.307,5.02376e-008,0.0198906,0.0364918,1.43084e-007,145.179,-0.00101295,5.33941e-005,0.513528,-0.00357108,1.3784e-005,4.16734
168.58,170.278,350000,4.02802e+006,1536.51,278.723,0.0440098,0.638464,2388.98,4810.4,746.693,270652,7.7e+006,1228.86,299.707,0.0440098,0,4158.95,998,333.31,5.02359e-008,0.0198902,0.0364918,1.43083e-007,145.179,-0.00101293,5.33938e-005,0.51352,-0.00357106,1.37838e-005,4.16729
168.6,170.275,350000,4.02796e+006,1536.51,278.723,0.0440098,0.638465,2388.94,4810.43,746.696,270651,7.7e+006,1228.85,299.707,0.0440098,0,4158.89,997.998,333.313,5.02342e-008,0.0198897,0.0364918,1.43083e-007,145.18,-0.0010129,5.33934e-005,0.513511,-0.00357104,1.37836e-005,4.16723
168.62,170.272,350000,4.02791e+006,1536.51,278.722,0.0440098,0.638466,2388.91,4810.45,746.699,270650,7.7e+006,1228.85,299.707,0.0440098,0,4158.83,997.996,333.316,5.02325e-008,0.0198892,0.0364919,1.43082e-007,145.18,-0.00101288,5.3393e-005,0.513502,-0.00357102,1.37834e-005,4.16718
168.64,170.269,350000,4.02785e+006,1536.51,278.722,0.0440098,0.638468,2388.87,4810.48,746.702,270650,7.7e+006,1228.85,299.706,0.0440098,0,4158.77,997.994,333.319,5.02309e-008,0.0198888,0.0364919,1.43081e-007,145.181,-0.00101286,5.33927e-005,0.513494,-0.003571,1.37832e-005,4.16713
168.66,170.266,350000,4.0278e+006,1536.51,278.721,0.0440098,0.638469,2388.84,4810.5,746.704,270649,7.7e+006,1228.85,299.706,0.0440098,0,4158.71,997.992,333.322,5.02292e-008,0.0198883,0.036492,1.4308e-007,145.181,-0.00101283,5.33923e-005,0.513485,-0.00357098,1.37829e-005,4.16708
168.68,170.263,350000,4.02774e+006,1536.52,278.721,0.0440098,0.63847,2388.81,4810.53,746.707,270648,7.7e+006,1228.84,299.706,0.0440098,0,4158.65,997.989,333.325,5.02275e-008,0.0198878,0.036492,1.43079e-007,145.182,-0.00101281,5.33919e-005,0.513477,-0.00357096,1.37827e-005,4.16703
168.7,170.261,350000,4.02769e+006,1536.52,278.72,0.0440098,0.638471,2388.77,4810.55,746.71,270647,7.7e+006,1228.84,299.706,0.0440098,0,4158.6,997.987,333.328,5.02259e-008,0.0198874,0.0364921,1.43078e-007,145.182,-0.00101279,5.33916e-005,0.513468,-0.00357094,1.37825e-005,4.16698
168.72,170.258,350000,4.02763e+006,1536.52,278.719,0.0440098,0.638472,2388.74,4810.58,746.713,270647,7.7e+006,1228.84,299.706,0.0440098,0,4158.54,997.985,333.33,5.02242e-008,0.0198869,0.0364921,1.43077e-007,145.183,-0.00101277,5.33912e-005,0.51346,-0.00357092,1.37823e-005,4.16693
168.74,170.255,350000,4.02758e+006,1536.52,278.719,0.0440098,0.638473,2388.71,4810.61,746.715,270646,7.7e+006,1228.84,299.705,0.0440098,0,4158.48,997.983,333.333,5.02225e-008,0.0198864,0.0364922,1.43076e-007,145.183,-0.00101274,5.33909e-005,0.513451,-0.0035709,1.37821e-005,4.16688
168.76,170.252,350000,4.02752e+006,1536.52,278.718,0.0440098,0.638474,2388.67,4810.63,746.718,270645,7.7e+006,1228.83,299.705,0.0440098,0,4158.42,997.981,333.336,5.02209e-008,0.019886,0.0364922,1.43075e-007,145.184,-0.00101272,5.33905e-005,0.513442,-0.00357088,1.37819e-005,4.16683
168.78,170.249,350000,4.02747e+006,1536.52,278.718,0.0440098,0.638475,2388.64,4810.66,746.721,270644,7.7e+006,1228.83,299.705,0.0440098,0,4158.36,997.979,333.339,5.02192e-008,0.0198855,0.0364923,1.43074e-007,145.184,-0.0010127,5.33901e-005,0.513434,-0.00357086,1.37817e-005,4.16678
168.8,170.246,350000,4.02741e+006,1536.52,278.717,0.0440098,0.638476,2388.61,4810.68,746.724,270644,7.7e+006,1228.83,299.705,0.0440098,0,4158.3,997.977,333.342,5.02175e-008,0.019885,0.0364923,1.43073e-007,145.185,-0.00101267,5.33898e-005,0.513425,-0.00357084,1.37815e-005,4.16673
168.82,170.243,350000,4.02735e+006,1536.52,278.717,0.0440098,0.638477,2388.57,4810.71,746.726,270643,7.7e+006,1228.83,299.705,0.0440098,0,4158.24,997.975,333.345,5.02159e-008,0.0198846,0.0364923,1.43073e-007,145.185,-0.00101265,5.33894e-005,0.513417,-0.00357082,1.37813e-005,4.16668
168.84,170.24,350000,4.0273e+006,1536.52,278.716,0.0440098,0.638478,2388.54,4810.73,746.729,270642,7.7e+006,1228.82,299.705,0.0440098,0,4158.18,997.973,333.348,5.02142e-008,0.0198841,0.0364924,1.43072e-007,145.186,-0.00101263,5.33891e-005,0.513408,-0.0035708,1.37811e-005,4.16663
168.86,170.237,350000,4.02725e+006,1536.53,278.716,0.0440098,0.638479,2388.51,4810.76,746.732,270641,7.7e+006,1228.82,299.704,0.0440098,0,4158.13,997.971,333.351,5.02126e-008,0.0198837,0.0364924,1.43071e-007,145.186,-0.00101261,5.33887e-005,0.5134,-0.00357078,1.37809e-005,4.16658
168.88,170.234,350000,4.02719e+006,1536.53,278.715,0.0440098,0.63848,2388.47,4810.78,746.735,270640,7.7e+006,1228.82,299.704,0.0440098,0,4158.07,997.969,333.354,5.02109e-008,0.0198832,0.0364925,1.4307e-007,145.187,-0.00101258,5.33883e-005,0.513391,-0.00357076,1.37807e-005,4.16653
168.9,170.231,350000,4.02714e+006,1536.53,278.715,0.0440098,0.638481,2388.44,4810.81,746.737,270640,7.7e+006,1228.82,299.704,0.0440098,0,4158.01,997.967,333.357,5.02092e-008,0.0198827,0.0364925,1.43069e-007,145.187,-0.00101256,5.3388e-005,0.513383,-0.00357074,1.37805e-005,4.16648
168.92,170.228,350000,4.02708e+006,1536.53,278.714,0.0440098,0.638482,2388.41,4810.83,746.74,270639,7.7e+006,1228.81,299.704,0.0440098,0,4157.95,997.965,333.359,5.02076e-008,0.0198823,0.0364926,1.43068e-007,145.188,-0.00101254,5.33876e-005,0.513375,-0.00357072,1.37803e-005,4.16643
168.94,170.225,350000,4.02703e+006,1536.53,278.714,0.0440098,0.638483,2388.37,4810.86,746.743,270638,7.7e+006,1228.81,299.704,0.0440098,0,4157.89,997.963,333.362,5.02059e-008,0.0198818,0.0364926,1.43067e-007,145.188,-0.00101252,5.33873e-005,0.513366,-0.0035707,1.37801e-005,4.16638
168.96,170.222,350000,4.02697e+006,1536.53,278.713,0.0440098,0.638484,2388.34,4810.89,746.746,270637,7.7e+006,1228.81,299.703,0.0440098,0,4157.83,997.96,333.365,5.02043e-008,0.0198813,0.0364927,1.43066e-007,145.189,-0.00101249,5.33869e-005,0.513357,-0.00357068,1.37799e-005,4.16633
168.98,170.219,350000,4.02691e+006,1536.53,278.712,0.0440098,0.638485,2388.31,4810.91,746.748,270637,7.7e+006,1228.81,299.703,0.0440098,0,4157.78,997.958,333.368,5.02026e-008,0.0198809,0.0364927,1.43065e-007,145.189,-0.00101247,5.33865e-005,0.513349,-0.00357066,1.37797e-005,4.16628
169,170.216,350000,4.02686e+006,1536.53,278.712,0.0440098,0.638486,2388.27,4810.94,746.751,270636,7.7e+006,1228.8,299.703,0.0440098,0,4157.72,997.956,333.371,5.0201e-008,0.0198804,0.0364927,1.43065e-007,145.19,-0.00101245,5.33862e-005,0.51334,-0.00357064,1.37795e-005,4.16623
169.02,170.213,350000,4.0268e+006,1536.53,278.711,0.0440098,0.638487,2388.24,4810.96,746.754,270635,7.7e+006,1228.8,299.703,0.0440098,0,4157.66,997.954,333.374,5.01993e-008,0.01988,0.0364928,1.43064e-007,145.19,-0.00101243,5.33858e-005,0.513332,-0.00357062,1.37793e-005,4.16618
169.04,170.21,350000,4.02675e+006,1536.54,278.711,0.0440098,0.638488,2388.21,4810.99,746.757,270634,7.7e+006,1228.8,299.703,0.0440098,0,4157.6,997.952,333.377,5.01977e-008,0.0198795,0.0364928,1.43063e-007,145.191,-0.0010124,5.33855e-005,0.513323,-0.0035706,1.37791e-005,4.16613
169.06,170.208,350000,4.02669e+006,1536.54,278.71,0.0440098,0.638489,2388.17,4811.01,746.759,270634,7.7e+006,1228.8,299.702,0.0440098,0,4157.54,997.95,333.38,5.0196e-008,0.019879,0.0364929,1.43062e-007,145.191,-0.00101238,5.33851e-005,0.513315,-0.00357058,1.37789e-005,4.16608
169.08,170.205,350000,4.02664e+006,1536.54,278.71,0.0440098,0.63849,2388.14,4811.04,746.762,270633,7.7e+006,1228.79,299.702,0.0440098,0,4157.48,997.948,333.382,5.01944e-008,0.0198786,0.0364929,1.43061e-007,145.192,-0.00101236,5.33847e-005,0.513306,-0.00357056,1.37787e-005,4.16603
169.1,170.202,350000,4.02658e+006,1536.54,278.709,0.0440098,0.638491,2388.11,4811.06,746.765,270632,7.7e+006,1228.79,299.702,0.0440098,0,4157.43,997.946,333.385,5.01927e-008,0.0198781,0.036493,1.4306e-007,145.192,-0.00101233,5.33844e-005,0.513298,-0.00357054,1.37785e-005,4.16598
169.12,170.199,350000,4.02653e+006,1536.54,278.709,0.0440098,0.638492,2388.07,4811.09,746.767,270631,7.7e+006,1228.79,299.702,0.0440098,0,4157.37,997.944,333.388,5.01911e-008,0.0198777,0.036493,1.43059e-007,145.193,-0.00101231,5.3384e-005,0.513289,-0.00357052,1.37783e-005,4.16593
169.14,170.196,350000,4.02648e+006,1536.54,278.708,0.0440098,0.638493,2388.04,4811.11,746.77,270631,7.7e+006,1228.79,299.702,0.0440098,0,4157.31,997.942,333.391,5.01894e-008,0.0198772,0.0364931,1.43058e-007,145.193,-0.00101229,5.33837e-005,0.513281,-0.0035705,1.37781e-005,4.16588
169.16,170.193,350000,4.02642e+006,1536.54,278.708,0.0440098,0.638494,2388.01,4811.14,746.773,270630,7.7e+006,1228.78,299.702,0.0440098,0,4157.25,997.94,333.394,5.01878e-008,0.0198767,0.0364931,1.43057e-007,145.194,-0.00101227,5.33833e-005,0.513272,-0.00357048,1.37779e-005,4.16583
169.18,170.19,350000,4.02637e+006,1536.54,278.707,0.0440098,0.638496,2387.97,4811.17,746.776,270629,7.7e+006,1228.78,299.701,0.0440098,0,4157.19,997.938,333.397,5.01861e-008,0.0198763,0.0364932,1.43056e-007,145.194,-0.00101224,5.33829e-005,0.513264,-0.00357047,1.37777e-005,4.16578
169.2,170.187,350000,4.02631e+006,1536.55,278.707,0.0440098,0.638497,2387.94,4811.19,746.778,270628,7.7e+006,1228.78,299.701,0.0440098,0,4157.14,997.936,333.4,5.01845e-008,0.0198758,0.0364932,1.43056e-007,145.195,-0.00101222,5.33826e-005,0.513256,-0.00357045,1.37776e-005,4.16573
169.22,170.184,350000,4.02626e+006,1536.55,278.706,0.0440098,0.638498,2387.91,4811.22,746.781,270627,7.7e+006,1228.78,299.701,0.0440098,0,4157.08,997.934,333.403,5.01829e-008,0.0198754,0.0364932,1.43055e-007,145.195,-0.0010122,5.33822e-005,0.513247,-0.00357043,1.37774e-005,4.16569
169.24,170.181,350000,4.0262e+006,1536.55,278.706,0.0440098,0.638499,2387.88,4811.24,746.784,270627,7.7e+006,1228.77,299.701,0.0440098,0,4157.02,997.932,333.405,5.01812e-008,0.0198749,0.0364933,1.43054e-007,145.196,-0.00101218,5.33819e-005,0.513239,-0.00357041,1.37772e-005,4.16564
169.26,170.178,350000,4.02615e+006,1536.55,278.705,0.0440098,0.6385,2387.84,4811.27,746.786,270626,7.7e+006,1228.77,299.701,0.0440098,0,4156.96,997.93,333.408,5.01796e-008,0.0198744,0.0364933,1.43053e-007,145.196,-0.00101215,5.33815e-005,0.51323,-0.00357039,1.3777e-005,4.16559
169.28,170.175,350000,4.02609e+006,1536.55,278.704,0.0440098,0.638501,2387.81,4811.29,746.789,270625,7.7e+006,1228.77,299.7,0.0440098,0,4156.9,997.928,333.411,5.01779e-008,0.019874,0.0364934,1.43052e-007,145.197,-0.00101213,5.33812e-005,0.513222,-0.00357037,1.37768e-005,4.16554
169.3,170.173,350000,4.02604e+006,1536.55,278.704,0.0440098,0.638502,2387.78,4811.32,746.792,270624,7.7e+006,1228.77,299.7,0.0440098,0,4156.85,997.926,333.414,5.01763e-008,0.0198735,0.0364934,1.43051e-007,145.197,-0.00101211,5.33808e-005,0.513214,-0.00357035,1.37766e-005,4.16549
169.32,170.17,350000,4.02599e+006,1536.55,278.703,0.0440098,0.638503,2387.74,4811.34,746.795,270624,7.7e+006,1228.76,299.7,0.0440098,0,4156.79,997.924,333.417,5.01747e-008,0.0198731,0.0364935,1.4305e-007,145.198,-0.00101209,5.33804e-005,0.513205,-0.00357033,1.37764e-005,4.16544
169.34,170.167,350000,4.02593e+006,1536.55,278.703,0.0440098,0.638504,2387.71,4811.37,746.797,270623,7.7e+006,1228.76,299.7,0.0440098,0,4156.73,997.922,333.42,5.0173e-008,0.0198726,0.0364935,1.43049e-007,145.198,-0.00101206,5.33801e-005,0.513197,-0.00357031,1.37762e-005,4.16539
169.36,170.164,350000,4.02588e+006,1536.55,278.702,0.0440098,0.638505,2387.68,4811.39,746.8,270622,7.7e+006,1228.76,299.7,0.0440098,0,4156.67,997.92,333.422,5.01714e-008,0.0198722,0.0364936,1.43049e-007,145.199,-0.00101204,5.33797e-005,0.513189,-0.00357029,1.3776e-005,4.16534
169.38,170.161,350000,4.02582e+006,1536.56,278.702,0.0440098,0.638506,2387.65,4811.42,746.803,270621,7.7e+006,1228.76,299.7,0.0440098,0,4156.62,997.917,333.425,5.01698e-008,0.0198717,0.0364936,1.43048e-007,145.199,-0.00101202,5.33794e-005,0.51318,-0.00357027,1.37758e-005,4.16529
169.4,170.158,350000,4.02577e+006,1536.56,278.701,0.0440098,0.638507,2387.61,4811.44,746.805,270621,7.7e+006,1228.75,299.699,0.0440098,0,4156.56,997.915,333.428,5.01682e-008,0.0198712,0.0364936,1.43047e-007,145.2,-0.001012,5.3379e-005,0.513172,-0.00357025,1.37756e-005,4.16524
169.42,170.155,350000,4.02572e+006,1536.56,278.701,0.0440098,0.638508,2387.58,4811.47,746.808,270620,7.7e+006,1228.75,299.699,0.0440098,0,4156.5,997.913,333.431,5.01665e-008,0.0198708,0.0364937,1.43046e-007,145.2,-0.00101198,5.33787e-005,0.513164,-0.00357023,1.37754e-005,4.16519
169.44,170.152,350000,4.02566e+006,1536.56,278.7,0.0440098,0.638509,2387.55,4811.49,746.811,270619,7.7e+006,1228.75,299.699,0.0440098,0,4156.44,997.911,333.434,5.01649e-008,0.0198703,0.0364937,1.43045e-007,145.201,-0.00101195,5.33783e-005,0.513155,-0.00357021,1.37752e-005,4.16514
169.46,170.15,350000,4.02561e+006,1536.56,278.7,0.0440098,0.63851,2387.52,4811.52,746.813,270618,7.7e+006,1228.75,299.699,0.0440098,0,4156.39,997.909,333.437,5.01633e-008,0.0198699,0.0364938,1.43044e-007,145.201,-0.00101193,5.3378e-005,0.513147,-0.00357019,1.3775e-005,4.16509
169.48,170.147,350000,4.02555e+006,1536.56,278.699,0.0440098,0.638511,2387.48,4811.54,746.816,270618,7.7e+006,1228.74,299.699,0.0440098,0,4156.33,997.907,333.44,5.01617e-008,0.0198694,0.0364938,1.43043e-007,145.202,-0.00101191,5.33776e-005,0.513139,-0.00357017,1.37748e-005,4.16505
169.5,170.144,350000,4.0255e+006,1536.56,278.699,0.0440098,0.638512,2387.45,4811.57,746.819,270617,7.7e+006,1228.74,299.698,0.0440098,0,4156.27,997.905,333.442,5.016e-008,0.019869,0.0364939,1.43042e-007,145.202,-0.00101189,5.33773e-005,0.51313,-0.00357015,1.37746e-005,4.165
169.52,170.141,350000,4.02545e+006,1536.56,278.698,0.0440098,0.638513,2387.42,4811.59,746.821,270616,7.7e+006,1228.74,299.698,0.0440098,0,4156.22,997.903,333.445,5.01584e-008,0.0198685,0.0364939,1.43042e-007,145.203,-0.00101187,5.33769e-005,0.513122,-0.00357013,1.37744e-005,4.16495
169.54,170.138,350000,4.02539e+006,1536.56,278.698,0.0440098,0.638514,2387.39,4811.62,746.824,270615,7.7e+006,1228.74,299.698,0.0440098,0,4156.16,997.901,333.448,5.01568e-008,0.0198681,0.036494,1.43041e-007,145.203,-0.00101184,5.33766e-005,0.513114,-0.00357011,1.37742e-005,4.1649
169.56,170.135,350000,4.02534e+006,1536.57,278.697,0.0440098,0.638515,2387.35,4811.64,746.827,270615,7.7e+006,1228.73,299.698,0.0440098,0,4156.1,997.899,333.451,5.01552e-008,0.0198676,0.036494,1.4304e-007,145.204,-0.00101182,5.33762e-005,0.513106,-0.00357009,1.3774e-005,4.16485
